Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,IVA Discriminado,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Condição,Preco,ID Anuncio,Data Anuncio,Link,Tipo de cor,IUC,Não fumador,2º Chave,Consumo Urbano,Inspecção válida até,Consumo Extra Urbano,VIN,Garantia de Fábrica até,Consumo Combinado,Sub-modelo,Autonomia,Capacidade da bateria,Bateria,Autonomia Máxima,ou até,Consumo,Site,Portugal,Data
Profissional,Kia,Stonic,1.0 T-GDI GT Line,Gasolina,Julho,2023,13 735 km,998 cm3,120 cv,,Sim,Sim,SUV / TT,Cinzento,Manual,6,5,5,Classe 1,Tracção dianteira,,36 Meses,,,Sim,Usados,18 980,8092065461,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-stonic-1-0-t-gdi-gt-line-ID8PDtSR.html,Metalizado,,Sim,Sim,,,,,31 Dezembro 2026,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Peugeot,208,1.2 PureTech GT,Gasolina,Março,2022,35 579 km,1 199 cm3,101 cv,,Sim,Sim,Citadino,Cinzento,Manual,6,5,5,Classe 1,Tracção dianteira,,36 Meses,,,Sim,Usados,21 980,8091442530,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-gt-ID8PARPA.html,Metalizado,,Sim,Sim,,,,,31 Março 2025,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Peugeot,3008,1.5 BlueHDi GT Line J19 EAT8,Diesel,Abril,2021,152 190 km,1 499 cm3,130 cv,Sim,,Sim,SUV / TT,Branco,Automática,,5,5,,Tracção dianteira,,24 Meses,,,,Usados,28 000,8091801821,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-gt-line-j19-eat8-ID8PCniB.html,,,,,,1 Abril 2025,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Peugeot,208,1.2 PureTech Active,Gasolina,Setembro,2022,20 000 km,1 199 cm3,75 cv,,Sim,Sim,Citadino,Branco,Manual,5,5,5,Classe 1,Tracção dianteira,118 g/km,18 Meses,1,Nacional,Sim,Usados,17 900,8091394797,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-active-ID8PAFpH.html,,,Sim,Sim,"4,80 l/100km",14 Setembro 2026,"3,70 l/100km",,14 Setembro 2025,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Jeep,Renegade,1.6 MJD Limited DCT,Diesel,Fevereiro,2019,119 249 km,1 598 cm3,120 cv,Sim,Sim,Sim,SUV / TT,Branco,Automática,6,5,5,Classe 1,Tracção dianteira,148 g/km,18 Meses,1,Nacional,Sim,Usados,17 990,8091901431,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/jeep-renegade-1-6-mjd-limited-dct-ID8PCNdd.html,Metalizado,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Jeep,Compass,1.6 M-Jet Limited,Diesel,Julho,2019,160 974 km,1 598 cm3,120 cv,Sim,Sim,Sim,SUV / TT,Branco,Manual,6,5,5,Classe 1,Tracção dianteira,160 g/km,18 Meses,1,Nacional,Sim,Usados,18 990,8091900718,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/jeep-compass-1-6-m-jet-limited-ID8PCN1I.html,Metalizado,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,SEAT,Arona,1.0 TSI FR,Gasolina,Agosto,2023,9 000 km,999 cm3,110 cv,Sim,Sim,,Utilitário,Vermelho,Manual,,5,5,,,,36 Meses,,Nacional,,Usados,21 900,8091581831,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-fr-ID8PBs4n.html,,,,,,,,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Nissan,Juke,1.0 DIG-T N-Connecta DCT,Gasolina,Dezembro,2022,53 787 km,999 cm3,114 cv,,,,SUV / TT,Azul,Automática,,5,5,Classe 1,Tracção dianteira,134 g/km,18 Meses,,Nacional,Sim,Usados,22 890,8091867347,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-juke-1-0-dig-t-n-connecta-dct-ID8PCElt.html,Metalizado,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Kia,Sportage,1.6 CRDi ISG Drive,Diesel,Julho,2021,16 651 km,1 598 cm3,115 cv,Sim,,,SUV / TT,Preto,Manual,,5,5,,,129 g/km,18 Meses,1,Nacional,,Usados,27 950,8090272988,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-sportage-1-6-crdi-isg-drive-ID8PwXA0.html,,,,,"5,20 l/100km",,"4,70 l/100km",Mostrar VIN,,"5,20 l/100km",,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Opel,Corsa,1.2 T,Gasolina,Junho,2023,13 512 km,1 199 cm3,101 cv,,,Sim,Citadino,Vermelho,Manual,6,5,5,Classe 1,Tracção dianteira,114 g/km,18 Meses,1,Nacional,Sim,Usados,16 240,8091988567,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-2-t-ID8PD9SD.html,Metalizado,,Sim,Sim,,,,Mostrar VIN,26 Junho 2026,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Renault,Kadjar,1.5 dCi Exclusive,Diesel,Julho,2018,104 600 km,1 461 cm3,110 cv,,,Sim,SUV / TT,Branco,Manual,,5,5,Classe 1,Tracção dianteira,123 g/km,18 Meses,1,Nacional,Sim,Usados,18 999,8091618259,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-kadjar-1-5-dci-exclusive-ID8PBBxW.html,Metalizado,,Sim,Sim,"5,60 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Kia,e-Niro,EV 39.2kWh Move 39,Eléctrico,Dezembro,2020,48 000 km,,135 cv,,,,SUV / TT,Preto,Automática,1,5,5,Classe 1,Tracção dianteira,,18 Meses,,,Sim,Usados,23 500,8091344366,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-e-niro-ev-39-2kwh-move-39-ID8PAsii.html,Metalizado,,Sim,Sim,,,,Mostrar VIN,,,,289 km,,Própria,290 km,,"15,30 kWh/100km",StandVirtual,Yes,2024-03-29
Profissional,VW,e-Golf,AC/DC,Eléctrico,Novembro,2020,23 723 km,,136 cv,Sim,Sim,Sim,Utilitário,Cinzento,Automática,,5,5,Classe 1,Tracção dianteira,,18 Meses,,,Sim,Usados,21 900,8091344232,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-e-golf-ac-dc-ID8PAsg8.html,Metalizado,,Sim,Sim,,1 Novembro 2024,,,,,,,,,300 km,,,StandVirtual,Yes,2024-03-29
Profissional,BMW,116,d Corporate Edition,Diesel,Novembro,2020,79 000 km,1 496 cm3,116 cv,,Sim,Sim,Citadino,Preto,Manual,6,5,5,Classe 1,Tracção dianteira,119 g/km,18 Meses,,,,Usados,21 900,8091833047,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-corporate-edition-ID8PCwqf.html,,,Sim,Sim,,,,,,,Série 1,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Mercedes-Benz,GLA 180,CDi Urban Aut.,Diesel,Novembro,2016,149 530 km,1 461 cm3,109 cv,Sim,,Sim,SUV / TT,Cinzento,Automática,7,5,5,Classe 1,Tracção dianteira,,18 Meses,2,Importado,Sim,Usados,21 950,8091592719,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-180-cdi-urban-aut-ID8PBuTZ.html,,,,Sim,,7 Novembro 2024,,,,,Classe GLA,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Kia,Stonic,1.0 T-GDI OPF Mild Hybrid Vision,Gasolina,Abril,2021,69 270 km,998 cm3,120 cv,,,Sim,SUV / TT,Preto,Manual,,5,5,,Tracção dianteira,,18 Meses,,Importado,,Usados,23 850,8089894246,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-stonic-1-0-t-gdi-opf-mild-hybrid-vision-ID8Pun3g.html,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Renault,Clio,1.0 TCe RS Line,Gasolina,Junho,2021,64 433 km,999 cm3,90 cv,,,,Utilitário,Vermelho,Manual,6,5,5,,Tracção dianteira,119 g/km,36 Meses,,,,Usados,18 450,8090237891,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-rs-line-ID8PwOrW.html,,,,,"6,20 l/100km",,"4,20 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Particular,Peugeot,208,1.2 PureTech GT Line EAT8,Gasolina,Novembro,2019,29 000 km,1 199 cm3,131 cv,,,,Citadino,Amarelo,Automática,,5,,,,,,,,,Usados,19 500,8092003266,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-gt-line-eat8-ID8PDdHI.html,Pérola,,,,"5,40 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Renault,Captur,1.0 TCe Intens,Gasolina,Junho,2021,43 508 km,999 cm3,90 cv,Sim,,,SUV / TT,Preto,Manual,6,5,5,,Tracção dianteira,133 g/km,36 Meses,,,Sim,Usados,20 990,8089621061,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-captur-1-0-tce-intens-ID8PtdZ3.html,Metalizado,,Sim,Sim,"6,30 l/100km",,"4,70 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Kia,Sportage,,Diesel,Maio,2018,49 836 km,1 598 cm3,116 cv,,,Sim,SUV / TT,Cinzento,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,,Importado,,Usados,25 400,8089620135,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-sportage-ID8PtdK7.html,Metalizado,,Sim,Sim,,1 Maio 2024,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,BMW,X1,16 d sDrive Auto,Diesel,Abril,2021,97 000 km,1 496 cm3,116 cv,Sim,,Sim,SUV / TT,Cinzento,Automática,7,5,5,,,104 g/km,36 Meses,1,Nacional,,Usados,30 000,8088769663,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-auto-ID8PpEuP.html,Metalizado,,,Sim,,,,Mostrar VIN,,,Série X,,,,1 307 km,,,StandVirtual,Yes,2024-03-29
Profissional,BMW,420 Gran Coupé,d Line Sport,Diesel,Novembro,2018,105 401 km,1 995 cm3,190 cv,Sim,Sim,Sim,Utilitário,Cinzento,Manual,6,5,5,Classe 1,,,18 Meses,,Nacional,Sim,Usados,25 500,8091567000,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-line-sport-ID8PBoda.html,,,,Sim,,30 Novembro 2024,,,,,Série 4,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,BMW,318,d Line Sport,Diesel,Agosto,2019,119 930 km,1 995 cm3,150 cv,Sim,Sim,Sim,Sedan,Azul,Manual,6,4,5,Classe 1,,,18 Meses,,Nacional,Sim,Usados,27 950,8087779649,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-318-d-line-sport-ID8PluVR.html,,,,Sim,,,,,,,Série 3,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,VW,Golf,2.0 TSi GTi Performance,Gasolina,Setembro,2014,162 000 km,1 984 cm3,230 cv,,,Sim,Sedan,Preto,Manual,6,5,5,,,,18 Meses,2,,,Usados,23 500,8092091059,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tsi-gti-performance-ID8PDAxJ.html,,,Sim,Sim,,,,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Limited,Diesel,Janeiro,2019,116 000 km,1 461 cm3,110 cv,,,,Carrinha,Cinzento,Manual,6,5,5,Classe 1,Tracção dianteira,95 g/km,18 Meses,,,,Usados,15 450,8091862218,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-limited-ID8PCD0K.html,,,Sim,Sim,"4,20 l/100km",,"3,40 l/100km",,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,BMW,520,d Line Sport Auto,Diesel,Dezembro,2017,152 414 km,1 995 cm3,190 cv,Sim,,Sim,Sedan,Cinzento,Automática,8,4,5,Classe 1,,,18 Meses,,Nacional,Sim,Usados,25 950,8091814402,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-sport-auto-ID8PCqzv.html,Metalizado,,,Sim,,20 Dezembro 2025,,,,,Série 5,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,VW,e-Golf,AC/DC,Eléctrico,Novembro,2020,23 723 km,,136 cv,Sim,Sim,Sim,Utilitário,Cinzento,Automática,,5,5,Classe 1,Tracção dianteira,,18 Meses,,,Sim,Usados,21 900,8091344232,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-e-golf-ac-dc-ID8PAsg8.html,Metalizado,,Sim,Sim,,1 Novembro 2024,,,,,,,,,300 km,,,StandVirtual,Yes,2024-03-29
Profissional,BMW,116,d Corporate Edition,Diesel,Novembro,2020,79 000 km,1 496 cm3,116 cv,,Sim,Sim,Citadino,Preto,Manual,6,5,5,Classe 1,Tracção dianteira,119 g/km,18 Meses,,,,Usados,21 900,8091833047,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-corporate-edition-ID8PCwqf.html,,,Sim,Sim,,,,,,,Série 1,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Mercedes-Benz,GLA 180,CDi Urban Aut.,Diesel,Novembro,2016,149 530 km,1 461 cm3,109 cv,Sim,,Sim,SUV / TT,Cinzento,Automática,7,5,5,Classe 1,Tracção dianteira,,18 Meses,2,Importado,Sim,Usados,21 950,8091592719,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-180-cdi-urban-aut-ID8PBuTZ.html,,,,Sim,,7 Novembro 2024,,,,,Classe GLA,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Kia,Stonic,1.0 T-GDI OPF Mild Hybrid Vision,Gasolina,Abril,2021,69 270 km,998 cm3,120 cv,,,Sim,SUV / TT,Preto,Manual,,5,5,,Tracção dianteira,,18 Meses,,Importado,,Usados,23 850,8089894246,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-stonic-1-0-t-gdi-opf-mild-hybrid-vision-ID8Pun3g.html,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Renault,Clio,1.0 TCe RS Line,Gasolina,Junho,2021,64 433 km,999 cm3,90 cv,,,,Utilitário,Vermelho,Manual,6,5,5,,Tracção dianteira,119 g/km,36 Meses,,,,Usados,18 450,8090237891,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-rs-line-ID8PwOrW.html,,,,,"6,20 l/100km",,"4,20 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Particular,Peugeot,208,1.2 PureTech GT Line EAT8,Gasolina,Novembro,2019,29 000 km,1 199 cm3,131 cv,,,,Citadino,Amarelo,Automática,,5,,,,,,,,,Usados,19 500,8092003266,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-gt-line-eat8-ID8PDdHI.html,Pérola,,,,"5,40 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Renault,Captur,1.0 TCe Intens,Gasolina,Junho,2021,43 508 km,999 cm3,90 cv,Sim,,,SUV / TT,Preto,Manual,6,5,5,,Tracção dianteira,133 g/km,36 Meses,,,Sim,Usados,20 990,8089621061,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-captur-1-0-tce-intens-ID8PtdZ3.html,Metalizado,,Sim,Sim,"6,30 l/100km",,"4,70 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Kia,Sportage,,Diesel,Maio,2018,49 836 km,1 598 cm3,116 cv,,,Sim,SUV / TT,Cinzento,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,,Importado,,Usados,25 400,8089620135,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-sportage-ID8PtdK7.html,Metalizado,,Sim,Sim,,1 Maio 2024,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,BMW,X1,16 d sDrive Auto,Diesel,Abril,2021,97 000 km,1 496 cm3,116 cv,Sim,,Sim,SUV / TT,Cinzento,Automática,7,5,5,,,104 g/km,36 Meses,1,Nacional,,Usados,30 000,8088769663,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-auto-ID8PpEuP.html,Metalizado,,,Sim,,,,Mostrar VIN,,,Série X,,,,1 307 km,,,StandVirtual,Yes,2024-03-29
Profissional,BMW,420 Gran Coupé,d Line Sport,Diesel,Novembro,2018,105 401 km,1 995 cm3,190 cv,Sim,Sim,Sim,Utilitário,Cinzento,Manual,6,5,5,Classe 1,,,18 Meses,,Nacional,Sim,Usados,25 500,8091567000,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-line-sport-ID8PBoda.html,,,,Sim,,30 Novembro 2024,,,,,Série 4,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,BMW,318,d Line Sport,Diesel,Agosto,2019,119 930 km,1 995 cm3,150 cv,Sim,Sim,Sim,Sedan,Azul,Manual,6,4,5,Classe 1,,,18 Meses,,Nacional,Sim,Usados,27 950,8087779649,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-318-d-line-sport-ID8PluVR.html,,,,Sim,,,,,,,Série 3,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,VW,Golf,2.0 TSi GTi Performance,Gasolina,Setembro,2014,162 000 km,1 984 cm3,230 cv,,,Sim,Sedan,Preto,Manual,6,5,5,,,,18 Meses,2,,,Usados,23 500,8092091059,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tsi-gti-performance-ID8PDAxJ.html,,,Sim,Sim,,,,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Limited,Diesel,Janeiro,2019,116 000 km,1 461 cm3,110 cv,,,,Carrinha,Cinzento,Manual,6,5,5,Classe 1,Tracção dianteira,95 g/km,18 Meses,,,,Usados,15 450,8091862218,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-limited-ID8PCD0K.html,,,Sim,Sim,"4,20 l/100km",,"3,40 l/100km",,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,BMW,520,d Line Sport Auto,Diesel,Dezembro,2017,152 414 km,1 995 cm3,190 cv,Sim,,Sim,Sedan,Cinzento,Automática,8,4,5,Classe 1,,,18 Meses,,Nacional,Sim,Usados,25 950,8091814402,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-sport-auto-ID8PCqzv.html,Metalizado,,,Sim,,20 Dezembro 2025,,,,,Série 5,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,VW,Golf,1.4 TSI GTE+ DSG,Híbrido Plug-In,Dezembro,2020,41 324 km,1 395 cm3,245 cv,,,,Utilitário,Cinzento,Automática,6,5,5,Classe 1,Tracção dianteira,27 g/km,18 Meses,1,Importado,Sim,Usados,28 770,8090668478,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-1-4-tsi-gte-dsg-ID8PxCsS.html,,"144,05 €",Sim,Sim,,,,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Hyundai,i20,1.2 Comfort,Gasolina,Fevereiro,2023,6 000 km,1 197 cm3,84 cv,,,Sim,Citadino,Cinzento,Manual,5,5,5,Classe 1,Tracção dianteira,114 g/km,18 Meses,,Nacional,Sim,Usados,17 900,8092097506,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-i20-1-2-comfort-ID8PDCdI.html,Metalizado,,Sim,Sim,,17 Fevereiro 2027,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Fiat,Tipo Cross,1.3 Multijet,Diesel,Dezembro,2022,32 622 km,1 248 cm3,95 cv,,,,Sedan,Preto,Manual,,5,,,,,36 Meses,,Nacional,,Usados,24 950,8092091263,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-tipo-cross-1-3-multijet-ID8PDAB1.html,Metalizado,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Renault,Zoe,Intens 50,Eléctrico,Maio,2021,29 500 km,,109 cv,,Sim,Sim,Citadino,Cinzento,Automática,,5,5,,Tracção dianteira,,18 Meses,,Importado,,Usados,27 500,8087779186,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-zoe-intens-50-ID8PluPo.html,Metalizado,,,,,,,Mostrar VIN,,,,395 km,,Própria,,,"17,30 kWh/100km",StandVirtual,Yes,2024-03-29
Profissional,Peugeot,e-208,Allure,Eléctrico,Junho,2020,39 800 km,,136 cv,,Sim,Sim,Citadino,Branco,Automática,,5,5,,Tracção dianteira,,18 Meses,,Importado,,Usados,28 500,8087623631,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-e-208-allure-ID8PkQmr.html,,,,,,,,Mostrar VIN,,,,340 km,,Própria,,,"16,90 kWh/100km",StandVirtual,Yes,2024-03-29
Profissional,Mercedes-Benz,CLA 200,d Shooting Brake,Diesel,Dezembro,2017,135 607 km,2 143 cm3,136 cv,,,Sim,Carrinha,Preto,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,,Nacional,,Usados,25 500,8088058587,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-d-shooting-brake-ID8PmFwR.html,Metalizado,,,,"5,20 l/100km",,,,,,Classe CLA,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Renault,Clio,,Gasolina,Dezembro,2021,15 900 km,999 cm3,67 cv,,Sim,Sim,Utilitário,Branco,Manual,,5,5,,,,18 Meses,1,,,Usados,16 900,8090102644,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-ID8Pwfgv.html,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Mercedes-Benz,GLA 180,CDi,Diesel,Abril,2015,109 000 km,1 461 cm3,109 cv,Sim,,Sim,SUV / TT,Castanho,Manual,6,5,5,Classe 1,Tracção traseira,,18 Meses,,Importado,,Usados,21 500,8085763122,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-180-cdi-ID8Pd2me.html,Metalizado,,,Sim,,5 Agosto 2024,,,,,Classe GLA,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Peugeot,3008,1.6 BlueHDi Allure,Diesel,Janeiro,2017,136 199 km,1 560 cm3,120 cv,Sim,,Sim,SUV / TT,Cinzento,Manual,,5,5,,,,18 Meses,,,,Usados,21 500,8091704001,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-6-bluehdi-allure-ID8PBXQR.html,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Renault,Mégane,1.5 dCi Bose Edition,Diesel,Março,2017,137 900 km,1 461 cm3,110 cv,Sim,,Sim,Carrinha,Azul,Manual,,5,5,,,,18 Meses,,,,Usados,15 500,8091703999,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-5-dci-bose-edition-ID8PBXQP.html,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,BMW,320,d ED Line Sport Shadow,Diesel,Abril,2014,190 407 km,1 995 cm3,163 cv,Sim,,Sim,Carrinha,Cinzento,Manual,6,4,,,Tracção traseira,120 g/km,18 Meses,,,,Usados,15 999,8092097501,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-320-d-ed-line-sport-shadow-ID8PDCdD.html,,,,,"5,30 l/100km",,"4,10 l/100km",,,,Série 3,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Land Rover,Discovery Sport,,Diesel,Janeiro,2017,52 000 km,1 999 cm3,150 cv,,,Sim,SUV / TT,Outra,Manual,,5,5,,,,18 Meses,,,,Usados,25 490,8092097499,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/land-rover-discovery-sport-ID8PDCdB.html,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,BMW,420 Gran Coupé,d Advantage Auto,Diesel,Outubro,2017,117 000 km,1 995 cm3,190 cv,,,Sim,Sedan,Cinzento,Automática,,5,5,Classe 1,Tracção traseira,,18 Meses,1,Nacional,Sim,Usados,25 799,8090670059,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-advantage-auto-ID8PxCSn.html,Metalizado,,Sim,Sim,,,,,,,Série 4,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,DS,DS4,1.2 PureTech Rivoli Cross EAT8,Gasolina,Abril,2022,60 724 km,1 199 cm3,130 cv,,Sim,Sim,SUV / TT,Cinzento,Automática,8,5,5,Classe 1,Tracção dianteira,,36 Meses,,Importado,Sim,Usados,29 980,8091179064,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/ds-ds4-1-2-puretech-rivoli-cross-eat8-ID8PzLi8.html,Metalizado,,Sim,Sim,,,,,30 Abril 2025,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,VW,Golf,1.5 TSI BM Stream,Gasolina,Julho,2021,29 535 km,1 498 cm3,130 cv,,Sim,Sim,Utilitário,Preto,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,,Importado,Sim,Usados,24 980,8091473816,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-1-5-tsi-bm-stream-ID8PAZYc.html,Metalizado,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Ford,Focus SW,1.0 EcoBoost ST-Line,Gasolina,Fevereiro,2020,88 900 km,998 cm3,125 cv,,,,Carrinha,Preto,Manual,6,5,5,Classe 1,Tracção dianteira,128 g/km,18 Meses,,Nacional,,Usados,19 500,8091820512,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-focus-sw-1-0-ecoboost-st-line-ID8PCsa4.html,,,Sim,Sim,"5,90 l/100km",,"4,20 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Peugeot,5008,1.5 BlueHDi Active,Diesel,Fevereiro,2019,160 000 km,1 499 cm3,130 cv,Sim,,Sim,Monovolume,Branco,Manual,,5,7,,,,18 Meses,,,,Usados,23 500,8091653397,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-active-ID8PBKGF.html,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
