Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Autonomia Máxima,Emissões CO2,Inspecção válida até,Registo(s),Origem,Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Link,Aceita retoma,Possibilidade de financiamento,Garantia de Fábrica até,Garantia de Stand (incl. no preço),Filtro de partículas,IUC,IVA Discriminado,Sub-modelo,Clássico,ou até,Consumo Combinado,Gancho de Reboque,Autonomia,Bateria,Consumo,Valor sem ISV,Capacidade da bateria,Site,Portugal,Data
Profissional,Jaguar,I-Pace,S AWD Aut.,Eléctrico,Agosto,2019,183 338 km,,400 cv,Sim,SUV / TT,Preto,,Automática,,5,5,Classe 1,,,,,1,Nacional,Sim,Sim,,,,Usados,35 990        EUR,8089169040,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-i-pace-s-awd-aut-ID8Prkoo.html,,Sim,,18 Meses,,,Sim,,,,,,480 km,Própria,,,90 kWh,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,E 220,D Avantgarde 7L,Diesel,Setembro,2018,91 750 km,1 950 cm3,194 cv,Sim,Carrinha,Azul,Metalizado,Automática,9,5,7,,Tracção traseira,,147 g/km,18/10/2024,1,Nacional,Sim,,Sim,"5,80 l/100km","4,30 l/100km",Usados,33 000        EUR,8090661999,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-avantgarde-7l-ID8PxAMn.html,Sim,Sim,,18 Meses,,,Sim,Classe E,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,A 180,d Progressive Aut.,Diesel,Setembro,2021,20 089 km,1 950 cm3,116 cv,Sim,Utilitário,Cinzento,,Automática,8,5,5,Classe 1,Tracção dianteira,,132 g/km,,,Nacional,Sim,Sim,Sim,"5,30 l/100km","3,80 l/100km",Usados,34 490        EUR,8090506684,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-progressive-aut-ID8PvVni.html,Sim,Sim,,24 Meses,,,Sim,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake 7G-DCT AMG Line,Diesel,Janeiro,2020,100 000 km,1 461 cm3,116 cv,,Carrinha,Cinzento,Mate,Automática,7,5,5,Classe 1,Tracção dianteira,,110 g/km,,,Importado,,Sim,Sim,"4,90 l/100km","3,80 l/100km",Usados,39 850        EUR,8090536720,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-7g-dct-amg-line-ID8Px4bK.html,Sim,Sim,,18 Meses,Sim,,,Classe CLA,,,,1,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Maio,2021,65 105 km,1 461 cm3,116 cv,Sim,Utilitário,Cinzento,,Automática,7,5,5,Classe 1,Tracção dianteira,,123 g/km,,,,Sim,Sim,Sim,,,Usados,33 490        EUR,8090508243,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PvVMr.html,Sim,Sim,,24 Meses,,,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,A 200,Style Aut.,Gasolina,Abril,2022,25 090 km,1 332 cm3,163 cv,Sim,Utilitário,Azul,,Automática,7,5,5,,Tracção dianteira,,135 g/km,,,,Sim,Sim,Sim,"6,80 l/100km","4,40 l/100km",Usados,33 490        EUR,8090510643,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-style-aut-ID8PvXp9.html,Sim,Sim,,24 Meses,,,Sim,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,330,e Corporate Edition Auto,Híbrido (Gasolina),Dezembro,2019,41 037 km,1 998 cm3,292 cv,Sim,Sedan,Cinzento,,Automática,,4,5,,,,,,,Nacional,Sim,,Sim,,,Usados,35 990        EUR,8090192593,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-330-e-corporate-edition-auto-ID8PwCFj.html,Sim,Sim,,18 Meses,,,Sim,Série 3,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,X2,25d xDrive Pack M Auto,Diesel,Abril,2018,135 000 km,1 995 cm3,231 cv,Sim,SUV / TT,Preto,Metalizado,Automática,,5,5,,,,,,,,Sim,Sim,Sim,,,Usados,37 500        EUR,8088190894,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-25d-xdrive-pack-m-auto-ID8PndWQ.html,,Sim,,18 Meses,,,,Série X,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,225xe Active Tourer,Pack M,Híbrido (Gasolina),Janeiro,2020,39 787 km,1 499 cm3,224 cv,Sim,Monovolume,Azul,Metalizado,Automática,8,5,5,Classe 1,Integral,,36 g/km,,1,Importado,Sim,,Sim,,,Usados,32 000        EUR,8089848242,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-225xe-active-tourer-pack-m-ID8Pub5g.html,Sim,Sim,,18 Meses,,,Sim,Série 2,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,E 220,d T 9G-TRONIC Exclusive,Diesel,Janeiro,2020,161 000 km,1 950 cm3,194 cv,Sim,Carrinha,Preto,Metalizado,Automática,9,5,5,Classe 1,Tracção traseira,,128 g/km,,1,,Sim,,Sim,"5,80 l/100km","4,30 l/100km",Usados,38 900        EUR,8090646214,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-t-9g-tronic-exclusive-ID8PxvFM.html,Sim,Sim,,18 Meses,Sim,,Sim,Classe E,,,,1,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Julho,2020,28 000 km,1 461 cm3,116 cv,,Citadino,Preto,Metalizado,Automática,,5,5,Classe 1,,,,01/07/2024,,Nacional,Sim,Sim,Sim,,,Usados,38 990        EUR,8090112309,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PwhMp.html,Sim,Sim,,18 Meses,,,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-28
Particular,Porsche,Panamera,Standard,Diesel,Novembro,2011,168 000 km,2 967 cm3,250 cv,,Sedan,Verde,,Automática,8,5,4,,Tracção traseira,,166 g/km,,,,,,,"7,80 l/100km","5,50 l/100km",Usados,41 900        EUR,8090714851,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/porsche-panamera-standard-ID8PxOvP.html,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,A 250,e AMG Line,Híbrido (Gasolina),Outubro,2020,100 000 km,1 332 cm3,218 cv,,Utilitário,Preto,Metalizado,Automática,,5,5,,,,,01/10/2024,,Nacional,Sim,Sim,Sim,,,Usados,31 500        EUR,8090274415,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-amg-line-ID8PwXX1.html,Sim,Sim,,18 Meses,,,Sim,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,S 350,d,Diesel,Abril,2017,440 000 km,2 987 cm3,258 cv,,Sedan,Cinzento,Metalizado,Automática,9,4,5,Classe 1,Tracção traseira,,,,1,Nacional,Sim,,,"6,40 l/100km",,Usados,42 500        EUR,8088085291,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-s-350-d-ID8PmMsz.html,,Sim,,18 Meses,Sim,,,Classe S,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,640,d Pack M,Diesel,Julho,2017,100 500 km,2 993 cm3,313 cv,,Cabrio,Branco,Metalizado,Automática,8,2,4,Classe 1,Tracção traseira,,153 g/km,,1,Nacional,Sim,,Sim,"6,70 l/100km","5,30 l/100km",Usados,45 000        EUR,8090532135,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-640-d-pack-m-ID8Px2ZN.html,Sim,Sim,,18 Meses,Sim,,,Série 6,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Audi,A3 Sportback,40 TFSIe Advanced,Híbrido (Gasolina),Dezembro,2020,40 000 km,1 395 cm3,204 cv,Sim,Utilitário,Cinzento,Metalizado,Automática,7,5,5,Classe 1,Tracção dianteira,,,,1,Nacional,Sim,Sim,Sim,,,Usados,32 480        EUR,8089208076,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-40-tfsie-advanced-ID8Pruy0.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Ford,Kuga,2.5 PHEV ST-Line X,Híbrido (Gasolina),Abril,2023,8 000 km,2 488 cm3,225 cv,Sim,SUV / TT,Cinzento,,Automática,,5,5,Classe 1,,,,,,Nacional,Sim,,Sim,,,Usados,43 500        EUR,8090661740,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-kuga-2-5-phev-st-line-x-ID8PxAIc.html,Sim,Sim,01/05/2030,36 Meses,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Renault,Mégane,1.8 TCe R.S. Trophy EDC,Gasolina,Junho,2019,21 000 km,1 798 cm3,300 cv,,Utilitário,Branco,Pérola,Automática,6,5,4,Classe 1,Tracção dianteira,,,,1,Importado,Sim,Sim,Sim,,,Usados,39 950        EUR,8090069462,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-8-tce-r-s-trophy-edc-ID8Pw6Dk.html,,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Lexus,UX 300e,Premium,Eléctrico,Fevereiro,2021,12 000 km,,204 cv,Sim,SUV / TT,Azul,Metalizado,Automática,1,5,5,Classe 1,Tracção dianteira,300 km,,,,,,,,,,Usados,38 950        EUR,8090604369,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/lexus-ux-300e-premium-ID8PxlMR.html,Sim,Sim,,36 Meses,,,Sim,UX,,,,,300 km,Própria,15 kWh/100km,,54 kWh,StandVirtual,Yes,2023-09-28
Profissional,MINI,Cooper,S Auto. John Works,Gasolina,Janeiro,2018,53 882 km,1 998 cm3,178 cv,,Utilitário,Cinzento,Mate,Automática,,3,4,Classe 1,,,,,,,,Sim,Sim,,,Usados,33 990        EUR,8089654925,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-cooper-s-auto-john-works-ID8PtmNf.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,216 Gran Coupé,d Pack M,Diesel,Setembro,2022,19 000 km,1 496 cm3,116 cv,Sim,Coupé,Cinzento,Metalizado,Automática,6,4,4,Classe 1,Tracção dianteira,,110 g/km,,,Nacional,,,Sim,,,Usados,38 350        EUR,8089552362,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-216-gran-coup-d-pack-m-ID8PsV70.html,Sim,Sim,,18 Meses,,,,Série 2,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Abril,2021,67 600 km,1 950 cm3,116 cv,Sim,Utilitário,Preto,,Automática,,5,5,Classe 1,,,,,,Nacional,Sim,Sim,Sim,"5,30 l/100km",,Usados,37 400        EUR,8088327423,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PnNrW.html,Sim,Sim,,24 Meses,,,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,SEAT,Ateca,2.0 TDI Style,Diesel,Setembro,2022,10 344 km,1 968 cm3,115 cv,Sim,SUV / TT,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,,,,Nacional,Sim,Sim,Sim,,,Usados,33 750        EUR,8088991941,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ateca-2-0-tdi-style-ID8PqAjX.html,Sim,Sim,,48 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Particular,Honda,Civic,2.0 i-VTEC Type-R,Gasolina,Novembro,2016,86 000 km,1 996 cm3,310 cv,,Utilitário,Branco,,Manual,,5,,,,,,,1,,Sim,Sim,Sim,"9,40 l/100km",,Usados,34 900        EUR,8090617530,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/honda-civic-2-0-i-vtec-type-r-ID8Pxpd8.html,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,E 220,D Avantgarde,Diesel,Janeiro,2019,69 800 km,1 950 cm3,194 cv,Sim,Carrinha,Preto,,Automática,,5,5,,,,,,,Nacional,,,,"5,70 l/100km","4,40 l/100km",Usados,39 000        EUR,8090337165,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-avantgarde-ID8Pveh7.html,,,,24 Meses,,,,Classe E,,,"4,90 l/100km",,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,318,d Touring Line Sport Shadow,Diesel,Março,2020,32 772 km,1 995 cm3,150 cv,,Carrinha,Preto,Metalizado,Manual,6,5,5,Classe 1,,,,,,,Sim,Sim,Sim,,,Usados,34 990        EUR,8089189880,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-line-sport-shadow-ID8PrpOv.html,Sim,Sim,,24 Meses,,,,Série 3,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,A 160,Style,Gasolina,Janeiro,2023,7 044 km,1 332 cm3,109 cv,Sim,Utilitário,Azul,,Manual,,5,5,,,,,,,Nacional,,,,,,Usados,32 500        EUR,8090586743,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-160-style-ID8Pxhcz.html,,,,24 Meses,,,,Classe A,,,"5,90 l/100km",,,,,,,StandVirtual,Yes,2023-09-28
Particular,Volvo,XC 40,1.5 T3 Momentum Plus Geartronic,Gasolina,Maio,2020,8 000 km,1 477 cm3,163 cv,,SUV / TT,Branco,,Automática,8,5,5,,Tracção dianteira,,166 g/km,,,,Sim,Sim,Sim,"8,30 l/100km","5,40 l/100km",Usados,42 500        EUR,8090611259,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-1-5-t3-momentum-plus-geartronic-ID8PxnzZ.html,,,,,,"180,34 €",,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Opel,Mokka-e,Elegance,Eléctrico,Abril,2021,46 980 km,,136 cv,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,,Classe 1,,,,,,,Sim,,Sim,,,Usados,31 750        EUR,8088256035,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-mokka-e-elegance-ID8PnuSw.html,Sim,Sim,,18 Meses,,,,,,,,,328 km,Própria,"15,80 kWh/100km",,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,C 200,,Híbrido (Gasolina),Julho,2019,33 000 km,1 497 cm3,184 cv,Sim,Coupé,Preto,Metalizado,Automática,,2,4,Classe 1,,,,,,Nacional,,,Sim,,,Usados,33 990        EUR,8090688736,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-ID8PxHJC.html,,,,36 Meses,,,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Volvo,XC 40,1.5 T2 Essential,Gasolina,Janeiro,2023,2 816 km,1 477 cm3,129 cv,Sim,SUV / TT,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,165 g/km,,,Nacional,,,Sim,,,Usados,35 850        EUR,8090046420,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-1-5-t2-essential-ID8Pw0DG.html,Sim,Sim,,36 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,VW,Passat,1.4 TSI GTE+ Plug-in,Híbrido (Gasolina),Março,2020,59 080 km,1 395 cm3,218 cv,Sim,Sedan,Preto,,Automática,,4,5,,Tracção dianteira,,,,,Nacional,Sim,,Sim,,,Usados,33 490        EUR,8089283480,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-passat-1-4-tsi-gte-plug-in-ID8PrOac.html,Sim,Sim,,18 Meses,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Porsche,Cayenne,S Hybrid,Híbrido (Gasolina),Maio,2010,186 000 km,2 995 cm3,333 cv,Sim,SUV / TT,Cinzento,,Automática,8,5,5,,,,,,,Importado,Sim,,,,,Usados,30 500        EUR,8087820943,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/porsche-cayenne-s-hybrid-ID8PlFGT.html,Sim,Sim,,18 Meses,,53 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,CLA 220,d AMG Line Aut.,Diesel,Junho,2017,41 214 km,2 143 cm3,177 cv,,Sedan,Preto,,Automática,,4,5,Classe 1,,,,,1,Nacional,Sim,Sim,Sim,,,Usados,32 900        EUR,8090661525,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-220-d-amg-line-aut-ID8PxAEJ.html,Sim,Sim,,18 Meses,Sim,,,Classe CLA,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,CLA 200,d Shooting Brake Progressive Aut.,Diesel,Março,2020,162 976 km,1 950 cm3,150 cv,Sim,Carrinha,Cinzento,Metalizado,Automática,,5,5,Classe 1,,,,,1,,Sim,Sim,Sim,,,Usados,35 900        EUR,8088323006,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-d-shooting-brake-progressive-aut-ID8PnMiG.html,Sim,Sim,,36 Meses,Sim,,,Classe CLA,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Audi,A5 Sportback,2.0 TDI Sport S tronic,Diesel,Abril,2018,139 913 km,1 968 cm3,190 cv,Sim,Sedan,Preto,Metalizado,Automática,,5,4,Classe 1,,,,,,,,,,,,Usados,32 900        EUR,8089710579,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a5-sportback-2-0-tdi-sport-s-tronic-ID8PtBgT.html,,Sim,,36 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,420,d Line Sport Auto,Diesel,Março,2018,88 925 km,1 995 cm3,190 cv,Sim,Cabrio,Branco,,Automática,,2,4,Classe 1,,,,,,Nacional,,,Sim,,,Usados,34 900        EUR,8090599903,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-d-line-sport-auto-ID8PxkCP.html,,Sim,,36 Meses,Sim,,,Série 4,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Jaguar,I-Pace,EV400 AWD HSE,Eléctrico,Dezembro,2018,122 035 km,,400 cv,Sim,Utilitário,Vermelho,Metalizado,Automática,,5,5,,,,,,,,,,Sim,,,Usados,42 900        EUR,8090056437,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-i-pace-ev400-awd-hse-ID8Pw3ff.html,,Sim,,36 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,318,d Touring Advantage Auto,Diesel,Dezembro,2019,117 983 km,1 995 cm3,150 cv,Sim,Carrinha,Preto,Metalizado,Automática,,5,5,Classe 1,,,,,,Importado,Sim,Sim,Sim,"5,20 l/100km",,Usados,33 900        EUR,8087585116,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-advantage-auto-ID8PkGle.html,,Sim,,18 Meses,Sim,,,Série 3,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,X1,25 e xDrive Line Sport,Híbrido (Gasolina),Junho,2020,21 040 km,1 499 cm3,220 cv,,SUV / TT,Castanho,Metalizado,Automática,6,5,5,Classe 1,,,,,1,,Sim,Sim,,,,Usados,37 999        EUR,8088685603,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-25-e-xdrive-line-sport-ID8PpiD1.html,Sim,Sim,,36 Meses,,,Sim,Série X,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Audi,A3 Sportback,e-tron 1.4 TFSI Design S tronic,Híbrido (Gasolina),Maio,2021,50 000 km,1 395 cm3,204 cv,,Utilitário,Branco,,Automática,,5,5,Classe 1,,,,,1,,Sim,Sim,Sim,,,Usados,32 999        EUR,8090000020,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-e-tron-1-4-tfsi-design-s-tronic-ID8PuOzi.html,Sim,Sim,,36 Meses,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Ford,Ranger,2.2 TDCi CD Limited 4WD Aut.,Diesel,Abril,2017,58 667 km,2 198 cm3,160 cv,Sim,SUV / TT,Cinzento,,Automática,,4,5,,,,,,,Nacional,Sim,,Sim,,,Usados,37 950        EUR,8090550266,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-ranger-2-2-tdci-cd-limited-4wd-aut-ID8Px7Ie.html,,,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,520,d Line Luxury Auto,Diesel,Novembro,2017,94 000 km,1 995 cm3,190 cv,Sim,Carrinha,Azul,Metalizado,Automática,8,5,5,Classe 1,,,,,1,Nacional,Sim,Sim,Sim,,,Usados,31 900        EUR,8090645909,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8PxvAR.html,Sim,Sim,,18 Meses,,,,Série 5,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,MINI,John Cooper Works,Sport-Aut.,Gasolina,Março,2022,34 377 km,1 998 cm3,231 cv,Sim,Citadino,Verde,,Automática,,3,4,Classe 1,,,,,,Importado,Sim,,Sim,,,Usados,40 900        EUR,8090614124,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-john-cooper-works-sport-aut-ID8Pxokc.html,,Sim,,36 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Cupra,Born,58 kWh,Eléctrico,Outubro,2022,4 750 km,,204 cv,Sim,Utilitário,Preto,,Automática,,5,5,Classe 1,,,,,,,,,,,,Usados,36 500        EUR,8090139932,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/cupra-born-58-kwh-ID8PwoXV.html,,Sim,,18 Meses,,,Sim,,,,,,,,,,58 kWh,StandVirtual,Yes,2023-09-28
Particular,Tesla,Model 3,Long-Range RWD,Eléctrico,Junho,2019,94 500 km,,351 cv,,Sedan,Cinzento,Mate,Automática,1,4,5,,Tracção traseira,,,,,,,,,,,Usados,37 500        EUR,8090613470,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-3-long-range-rwd-ID8Pxo9E.html,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Hyundai,Kauai,EV 39kWh Premium,Eléctrico,Dezembro,2021,31 400 km,,136 cv,Sim,SUV / TT,Prateado,Metalizado,Automática,,5,5,Classe 1,,,,,,Nacional,,,Sim,,,Usados,31 400        EUR,8090010039,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-ev-39kwh-premium-ID8PuRaT.html,Sim,,01/01/0001,36 Meses,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Hyundai,Tucson,1.6 CRDi Vanguard DCT,Diesel,Agosto,2022,12 500 km,1 598 cm3,136 cv,Sim,SUV / TT,Branco,Metalizado,Automática,,5,5,Classe 1,,,,,,Nacional,,,Sim,,,Usados,40 250        EUR,8090010038,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-tucson-1-6-crdi-vanguard-dct-ID8PuRaS.html,Sim,,01/01/0001,36 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Hyundai,Tucson,1.6 CRDi Premium,Diesel,Maio,2022,11 500 km,1 598 cm3,116 cv,Sim,SUV / TT,Vermelho,Metalizado,Manual,,5,5,Classe 1,,,,,,Nacional,,,Sim,,,Usados,36 450        EUR,8089967778,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-tucson-1-6-crdi-premium-ID8PuGbg.html,Sim,,01/01/0001,36 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Jeep,Wrangler,2.8 CRD MTX Sport 4L,Diesel,Dezembro,2011,89 000 km,2 777 cm3,200 cv,,SUV / TT,Preto,,Manual,6,2,2,Classe 1,,,,,2,Nacional,,,Sim,,,Usados,32 750        EUR,8089850835,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jeep-wrangler-2-8-crd-mtx-sport-4l-ID8PubL5.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,MINI,Countryman,Cooper SD Auto Desportiva,Diesel,Abril,2018,134 000 km,1 995 cm3,190 cv,,SUV / TT,Branco,,Automática,,5,5,Classe 1,,,,,1,Nacional,,,Sim,,,Usados,30 970        EUR,8090308149,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-countryman-cooper-sd-auto-desportiva-ID8Pv6J7.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,A 180 Limousine,,Diesel,Fevereiro,2019,116 345 km,1 461 cm3,116 cv,,Sedan,Branco,Metalizado,Automática,7,4,5,Classe 1,Tracção dianteira,,,,1,Importado,Sim,Sim,Sim,,,Usados,30 990        EUR,8090714492,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-ID8PxOr2.html,Sim,Sim,,18 Meses,,,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,e-208,GT Pack,Eléctrico,Junho,2021,14 900 km,,136 cv,,Citadino,Cinzento,Metalizado,Automática,,5,5,,Tracção dianteira,,,,,Importado,,,,,,Usados,34 950        EUR,8087408885,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-208-gt-pack-ID8PjVuN.html,Sim,Sim,,18 Meses,,,,,,,,,,Própria,,,,StandVirtual,Yes,2023-09-28
Particular,BMW,420 Gran Coupé,d Pack M Auto,Diesel,Março,2019,57 000 km,1 995 cm3,190 cv,,Sedan,Branco,Mate,Automática,8,5,5,Classe 1,Tracção traseira,,,10/03/2025,1,Nacional,Sim,Sim,Sim,,,Usados,41 000        EUR,8089019940,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-pack-m-auto-ID8PqHBy.html,,,,,,,,Série 4,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Volvo,XC 40,2.0 D3 Momentum Geartronic,Diesel,Julho,2020,34 989 km,1 969 cm3,150 cv,,SUV / TT,Azul,Metalizado,Automática,7,5,5,Classe 1,,,,,1,Nacional,Sim,Sim,Sim,"5,90 l/100km",,Usados,39 950        EUR,8089292611,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-2-0-d3-momentum-geartronic-ID8PrQxt.html,Sim,Sim,,18 Meses,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-28
