Anunciante,Marca,Modelo,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Garantia de Stand (incl. no preço),Origem,Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Link,Versão,Valor Fixo,Tracção,IUC,Filtro de partículas,Consumo Urbano,Emissões CO2,Registo(s),IVA Discriminado,Autonomia Máxima,Consumo Extra Urbano,Inspecção válida até,Consumo Combinado,Sub-modelo,Gancho de Reboque,Clássico,Garantia de Fábrica até,Autonomia,Capacidade da bateria,Bateria,Consumo,ou até,Valor sem ISV,Site,Portugal,Data
Profissional,Peugeot,3008,Diesel,Maio,2022,24 427 km,1 499 cm3,130 cv,,,SUV / TT,Cinzento,,Manual,,5,5,,18 Meses,Nacional,,,,Usados,33 900        EUR,8090608283,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-pack-ID8PxmNZ.html,1.5 BlueHDi Active Pack,Sim,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Land Rover,Range Rover Evoque,Diesel,Junho,2016,78 000 km,1 999 cm3,180 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,9,5,5,,18 Meses,Nacional,,Sim,Sim,Usados,33 999        EUR,8090608282,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-td4-hse-dynamic-auto-ID8PxmNY.html,2.0 TD4 HSE Dynamic Auto,Sim,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Particular,BMW,420 Gran Coupé,Diesel,Agosto,2017,70 000 km,1 995 cm3,190 cv,,,Sedan,Branco,,Manual,6,5,5,Classe 1,,,Sim,Sim,Sim,Usados,33 500        EUR,8090518003,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-pack-m-ID8PvZjR.html,d Pack M,,Tracção traseira,220 €,,,150 g/km,,,,,,,Série 4,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,VW,Golf,Gasolina,Junho,2014,148 000 km,1 984 cm3,300 cv,Sim,Sim,Utilitário,Branco,Pérola,Automática,,3,,,18 Meses,,Sim,Sim,Sim,Usados,33 900        EUR,8089930731,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tsi-r-dsg-ID8PuvxJ.html,2.0 TSi R DSG,,,,,"8,60 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Kia,e-Niro,Eléctrico,Julho,2022,28 000 km,,204 cv,Sim,,Utilitário,Cinzento,,Automática,,5,5,Classe 1,36 Meses,Nacional,,,Sim,Usados,41 250        EUR,8089817420,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-e-niro-ev-64kwh-ID8Pu348.html,EV 64kWh,Sim,,,,,,,,,,,,,,,01/01/0001,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Jaguar,I-Pace,Eléctrico,Setembro,2018,87 023 km,,400 cv,Sim,Sim,SUV / TT,Azul,Metalizado,Automática,,5,5,,18 Meses,,Sim,Sim,,Usados,39 990        EUR,8090540111,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-i-pace-se-awd-aut-ID8Px54r.html,SE AWD Aut.,Sim,,,,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,BMW,420,Diesel,Abril,2017,115 146 km,1 995 cm3,184 cv,Sim,,Cabrio,Preto,Metalizado,Automática,,2,4,Classe 1,18 Meses,,Sim,Sim,Sim,Usados,42 000        EUR,8089719565,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-d-pack-m-auto-ID8PtDBP.html,d Pack M Auto,,,,Sim,,,1,,,,,,Série 4,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Renault,Mégane,Gasolina,Abril,2019,48 700 km,1 798 cm3,300 cv,Sim,Sim,Utilitário,Amarelo,Metalizado,Manual,6,5,5,,18 Meses,Nacional,,,Sim,Usados,38 900        EUR,8090608184,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-8-tce-r-s-trophy-ID8PxmMo.html,1.8 TCe R.S. Trophy,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Lexus,UX 250h,Híbrido (Gasolina),Dezembro,2020,34 000 km,1 987 cm3,184 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,5,Classe 1,18 Meses,Importado,Sim,Sim,Sim,Usados,33 990        EUR,8090193347,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/lexus-ux-250h-executive-ID8PwCRt.html,Executive,Sim,Tracção dianteira,,,"4,30 l/100km",120 g/km,,,,"4,60 l/100km",,,UX,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Tesla,Model 3,Eléctrico,Março,2019,104 602 km,,513 cv,Sim,,Sedan,Preto,Metalizado,Automática,,4,5,Classe 1,18 Meses,,Sim,Sim,Sim,Usados,42 500        EUR,8089560921,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-3-performance-dual-motor-awd-ID8PsYl3.html,Performance Dual Motor AWD,,,,,,,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Jaguar,XF,Diesel,Maio,2019,126 009 km,1 999 cm3,180 cv,Sim,,Sedan,Azul,Metalizado,Automática,,4,5,Classe 1,18 Meses,,Sim,Sim,Sim,Usados,34 000        EUR,8090155244,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-xf-2-0-d-r-sport-aut-ID8PwsVU.html,2.0 D R-Sport Aut.,,,,Sim,,,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,E 220,Diesel,Dezembro,2017,86 000 km,1 950 cm3,194 cv,Sim,Sim,Carrinha,Azul,,Automática,,5,5,Classe 1,18 Meses,Nacional,,Sim,Sim,Usados,34 900        EUR,8089341145,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-avantgarde-ID8Ps3ah.html,D Avantgarde,Sim,,,,"5,80 l/100km",109 g/km,,,,,,,Classe E,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,BMW,216 Gran Coupé,Diesel,Fevereiro,2021,15 888 km,1 496 cm3,116 cv,Sim,Sim,Sedan,Branco,Metalizado,Automática,7,5,5,,36 Meses,Nacional,,Sim,Sim,Usados,35 900        EUR,8085152249,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-216-gran-coup-ID8Patrr.html,,Sim,,,Sim,,,,,,,,,Série 2,,,01/01/0001,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,CLA 250,Híbrido (Gasolina),Dezembro,2020,17 708 km,1 332 cm3,218 cv,Sim,Sim,Carrinha,Preto,Metalizado,Automática,8,5,5,,24 Meses,Nacional,Sim,Sim,Sim,Usados,41 900        EUR,8090222808,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-250-ID8PwKvE.html,,,Tracção dianteira,,Sim,,,,,,,,,Classe CLA,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,A 180,Diesel,Maio,2021,41 298 km,1 950 cm3,116 cv,Sim,Sim,Utilitário,Branco,Metalizado,Automática,8,5,5,,24 Meses,Nacional,Sim,Sim,Sim,Usados,36 500        EUR,8090222876,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-ID8PwKxK.html,,,Tracção dianteira,,Sim,,,,,,,,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Citroën,C5 Aircross,Diesel,Maio,2022,18 136 km,1 499 cm3,130 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,Classe 1,24 Meses,Nacional,,Sim,Sim,Usados,31 250        EUR,8089467928,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c5-aircross-1-5-bluehdi-feel-pack-ID8PsA9a.html,1.5 BlueHDi Feel Pack,Sim,Tracção dianteira,,,,,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Citroën,e-C4,Eléctrico,Janeiro,2022,30 850 km,,136 cv,Sim,Sim,Utilitário,Cinzento,Metalizado,Automática,,5,5,Classe 1,24 Meses,Nacional,Sim,Sim,Sim,Usados,30 950        EUR,8089278624,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-e-c4-feel-pack-ID8PrMTS.html,Feel Pack,,,,,,,,Sim,,,01/01/2026,,,,,26/01/2024,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,BMW,116,Diesel,Janeiro,2021,31 184 km,1 496 cm3,116 cv,Sim,Sim,Utilitário,Branco,,Automática,,5,5,Classe 1,24 Meses,Nacional,,Sim,Sim,Usados,34 750        EUR,8087740344,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-m-auto-ID8PlkIU.html,d Pack M Auto,Sim,,"148,58 €",Sim,"4,40 l/100km",121 g/km,1,,,,,,Série 1,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,BMW,M135i,Gasolina,Setembro,2013,159 000 km,2 979 cm3,326 cv,Sim,Sim,Utilitário,Preto,Metalizado,Automática,8,3,5,,18 Meses,,,Sim,Sim,Usados,34 950        EUR,8089784222,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-m135i-xdrive-sport-aut-ID8PtUqG.html,xDrive Sport-Aut.,,Integral,,,"10,80 l/100km",182 g/km,,,,"6,10 l/100km",,,Série 1,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,C 300,Híbrido (Diesel),Outubro,2020,63 000 km,1 950 cm3,306 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,9,5,5,Classe 1,18 Meses,,Sim,,Sim,Usados,39 500        EUR,8090450840,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-de-amg-line-ID8PvHQA.html,de AMG Line,Sim,Tracção traseira,,,,33 g/km,1,Sim,,,,,Classe C,1,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mazda,MX-5,Gasolina,Junho,2023,1 000 km,1 496 cm3,132 cv,Sim,,Cabrio,Cinzento,,Manual,,2,2,Classe 1,36 Meses,Nacional,,,Sim,Usados,36 500        EUR,8090085361,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mazda-mx-5-ID8PwaLL.html,,Sim,,,,,,,,,,,,,,,01/01/0001,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Audi,RS3 Sportback,Gasolina,Janeiro,2012,84 000 km,2 480 cm3,340 cv,Sim,Sim,Utilitário,Preto,Metalizado,Automática,7,5,5,,18 Meses,Importado,,Sim,Sim,Usados,36 950        EUR,8089774070,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-rs3-sportback-2-5-tfsi-qua-s-tronic-ID8PtRMV.html,2.5 TFSi qua. S tronic,,Integral,,,"13,10 l/100km",212 g/km,,,,"6,80 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,BMW,520,Diesel,Julho,2018,69 487 km,1 995 cm3,190 cv,Sim,Sim,Carrinha,Azul,Metalizado,Automática,8,5,5,Classe 1,18 Meses,Nacional,,,Sim,Usados,33 990        EUR,8088881480,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-auto-ID8Pq7Ak.html,d Auto,Sim,,,,,114 g/km,,Sim,,,11/07/2024,,Série 5,,,,,,,,,,StandVirtual,Yes,2023-09-15
Particular,BMW,X2,Diesel,Junho,2018,80 000 km,1 995 cm3,150 cv,,,SUV / TT,Preto,Metalizado,Automática,8,5,5,,,Nacional,,,Sim,Usados,35 500        EUR,8089864169,13 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-18-d-sdrive-auto-pack-m-ID8Pufe9.html,18 d sDrive Auto Pack M,,Tracção traseira,,,,137 g/km,,,,,,,Série X,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,C 200,Diesel,Julho,2019,44 596 km,1 597 cm3,160 cv,Sim,Sim,Coupé,Azul,Metalizado,Automática,9,4,4,Classe 1,24 Meses,Nacional,Sim,,Sim,Usados,38 990        EUR,8090028079,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-ID8PuWRR.html,,Sim,Tracção traseira,,,,,,,,,,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,VW,Golf,Gasolina,Setembro,2019,63 000 km,1 984 cm3,245 cv,Sim,Sim,Utilitário,Vermelho,Metalizado,Automática,7,5,5,,18 Meses,,Sim,Sim,Sim,Usados,34 950        EUR,8089636155,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tsi-gti-dsg-performance-ID8PthUw.html,2.0 TSI GTI DSG Performance,Sim,Tracção dianteira,,,"8,20 l/100km",144 g/km,1,,,"5,20 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Particular,VW,Golf,Híbrido (Gasolina),Março,2021,25 000 km,1 395 cm3,245 cv,,,Utilitário,Branco,Metalizado,Automática,6,5,5,Classe 1,,Importado,Sim,Sim,Sim,Usados,31 900        EUR,8090596549,13 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-1-4-tsi-gte-dsg-ID8PxjKJ.html,1.4 TSI GTE+ DSG,,Tracção dianteira,,,,27 g/km,2,,60 km,,,,,,,14/03/2024,,,,,100 000 km,,StandVirtual,Yes,2023-09-15
Profissional,BMW,X4,Diesel,Fevereiro,2017,86 000 km,2 993 cm3,258 cv,Sim,Sim,SUV / TT,Branco,Metalizado,Automática,8,5,5,,18 Meses,,,Sim,Sim,Usados,39 950        EUR,8089795090,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x4-30-d-xdrive-pack-m-ID8PtXfY.html,30 d xDrive Pack M,,Integral,,,"6,50 l/100km",156 g/km,,,,"5,60 l/100km",,,Série X,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Volvo,XC 40,Diesel,Setembro,2018,79 000 km,1 969 cm3,150 cv,Sim,Sim,SUV / TT,Preto,,Automática,8,5,5,Classe 1,18 Meses,Nacional,,,Sim,Usados,37 500        EUR,8090473678,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-2-0-d3-momentum-geartronic-ID8PvNMV.html,2.0 D3 Momentum Geartronic,,Tracção dianteira,,,"5,90 l/100km",,,,,"4,80 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,BMW,330,Híbrido (Gasolina),Março,2022,36 712 km,1 998 cm3,292 cv,Sim,Sim,Carrinha,Preto,Metalizado,Automática,8,5,5,Classe 1,18 Meses,Importado,Sim,Sim,Sim,Usados,39 990        EUR,8090518909,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-330-e-touring-line-luxury-auto-ID8PvZyt.html,e Touring Line Luxury Auto,Sim,Integral,,,,32 g/km,,,,,03/03/2026,,Série 3,,,03/03/2025,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,E 220,Diesel,Maio,2019,71 205 km,1 950 cm3,194 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,9,5,7,Classe 1,18 Meses,Nacional,,,Sim,Usados,42 490        EUR,8090333797,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-line-7l-ID8PvdoN.html,D AMG Line 7L,Sim,Tracção traseira,,,"5,80 l/100km",147 g/km,,Sim,,"4,30 l/100km",,,Classe E,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,C 220,Diesel,Julho,2018,111 000 km,1 950 cm3,194 cv,Sim,Sim,Carrinha,Cinzento,,Automática,,5,5,Classe 1,18 Meses,,,Sim,Sim,Usados,36 750        EUR,8090608168,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-amg-line-ID8PxmM8.html,d AMG Line,Sim,,,Sim,,,,,,,,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Audi,A5 Sportback,Diesel,Agosto,2019,84 219 km,1 968 cm3,190 cv,Sim,Sim,Sedan,Preto,,Automática,7,5,5,Classe 1,18 Meses,Nacional,,,Sim,Usados,34 990        EUR,8089075242,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a5-sportback-40-tdi-design-s-tronic-ID8PqWZv.html,40 TDI Design S tronic,Sim,,,,"5,10 l/100km",,,,,,09/08/2025,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,BMW,530,Híbrido (Gasolina),Setembro,2018,68 474 km,1 998 cm3,252 cv,Sim,Sim,Sedan,Preto,Metalizado,Automática,8,4,5,Classe 1,18 Meses,Nacional,,,Sim,Usados,36 990        EUR,8089076202,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-530-e-iperformance-pack-m-ID8PqVf0.html,e iPerformance Pack M,Sim,,,,,,,Sim,,,,,Série 5,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,BMW,640,Diesel,Janeiro,2013,125 000 km,2 993 cm3,313 cv,,Sim,Coupé,Azul,,Automática,8,2,4,,24 Meses,Nacional,,,,Usados,34 985        EUR,8090255270,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-640-d-ID8PwSYe.html,d,,,,,"6,80 l/100km",139 g/km,,,1 272 km,"4,80 l/100km",31/01/2024,"5,50 l/100km",Série 6,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Alfa Romeo,Stelvio,Diesel,Junho,2017,86 176 km,2 143 cm3,210 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,8,5,5,,18 Meses,Nacional,,,Sim,Usados,32 990        EUR,8088585581,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/alfa-romeo-stelvio-2-2-d-super-at8-q4-ID8PoSBL.html,2.2 D Super AT8 Q4,Sim,Integral,,,"6,50 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Citroën,C4,Diesel,Junho,2012,1 000 km,1 560 cm3,111 cv,Sim,Sim,Utilitário,Azul,,Manual,7,5,5,Classe 1,18 Meses,Nacional,,,,Usados,40 000        EUR,8087992004,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-ID8PmobV.html,,,Tracção traseira,145 €,Sim,10 l/100km,100 g/km,1,Sim,900 km,8 l/100km,,9 l/100km,,,,,,,,,,Sim,StandVirtual,Yes,2023-09-15
Profissional,Kia,e-Niro,Eléctrico,Março,2020,83 575 km,,204 cv,Sim,Sim,SUV / TT,Branco,,Automática,,5,5,,18 Meses,Importado,,,,Usados,33 500        EUR,8089913927,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-e-niro-ID8PusaH.html,,,,,,,,,,,,,,,,,,,,Própria,,,,StandVirtual,Yes,2023-09-15
Particular,Mercedes-Benz,E 300,Híbrido (Diesel),Dezembro,2019,70 780 km,1 950 cm3,306 cv,,,Sedan,Branco,Metalizado,Automática,9,4,5,Classe 1,,Importado,Sim,Sim,Sim,Usados,43 850        EUR,8089955351,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-300-de-amg-line-ID8PuCVP.html,De AMG Line,,Tracção traseira,,,,33 g/km,,,,,30/12/2025,,Classe E,,,30/12/2023,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Jeep,Grand Cherokee,Diesel,Maio,2016,110 000 km,2 987 cm3,250 cv,Sim,Sim,SUV / TT,Preto,,Automática,8,5,5,Classe 2,18 Meses,Importado,,Sim,Sim,Usados,39 500        EUR,8090473716,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jeep-grand-cherokee-3-0-crd-v6-overland-ID8PvNNy.html,3.0 CRD V6 Overland,Sim,Integral,,,8 l/100km,184 g/km,,,,"6,40 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Peugeot,308,Híbrido (Gasolina),Julho,2023,100 km,1 598 cm3,180 cv,Sim,Sim,Utilitário,Verde,,Automática,8,5,5,Classe 1,36 Meses,Nacional,Sim,Sim,Sim,Usados,43 250        EUR,8090222811,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-6-hybrid-gt-e-eat8-ID8PwKvH.html,1.6 Hybrid GT e-EAT8,,Tracção dianteira,,,,24 g/km,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Tesla,Model 3,Eléctrico,Março,2020,72 402 km,,497 cv,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,,4,5,Classe 1,24 Meses,Importado,Sim,Sim,Sim,Usados,44 500        EUR,8089601850,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-3-long-range-awd-dual-motor-ID8Pt8Zc.html,Long Range AWD Dual Motor,Sim,Integral,,,,,1,Sim,,,,,,,,,,,Própria,,,,StandVirtual,Yes,2023-09-15
Profissional,Nissan,Qashqai,Gasolina,Julho,2022,21 692 km,1 332 cm3,140 cv,Sim,Sim,SUV / TT,Branco,Pérola,Manual,6,5,5,Classe 1,24 Meses,Nacional,,Sim,Sim,Usados,32 900        EUR,8089275223,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-n-connecta-j18-led-ID8PrM11.html,1.3 DIG-T N-Connecta J18 Led,Sim,Tracção dianteira,171 €,,7 l/100km,155 g/km,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,A 180,Diesel,Abril,2021,41 277 km,1 950 cm3,116 cv,Sim,Sim,Utilitário,Cinzento,Metalizado,Automática,,5,5,Classe 1,24 Meses,Nacional,,Sim,Sim,Usados,35 900        EUR,8087638791,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PkUiX.html,d AMG Line Aut.,Sim,Tracção dianteira,"226,98 €",,"5,30 l/100km",123 g/km,1,,,,,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Audi,A5 Sportback,Diesel,Setembro,2017,104 355 km,1 968 cm3,190 cv,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,,5,5,Classe 1,24 Meses,Nacional,Sim,Sim,Sim,Usados,33 750        EUR,8086919798,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a5-sportback-2-0-tdi-design-s-tronic-ID8PhTgi.html,2.0 TDI Design S tronic,Sim,Tracção dianteira,"224,93 €",,"4,90 l/100km",109 g/km,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Kia,Sportage,Gasolina,Janeiro,2023,13 026 km,1 598 cm3,150 cv,,,SUV / TT,Verde,,Manual,6,5,5,Classe 1,36 Meses,,,,,Usados,31 990        EUR,8090564952,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-sportage-1-6-t-gdi-drive-ID8Pxbx6.html,1.6 T-GDI Drive,,Tracção dianteira,,,"7,80 l/100km",154 g/km,,,,"5,50 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Opel,Mokka-e,Eléctrico,Maio,2023,2 000 km,,136 cv,,,SUV / TT,Branco,Metalizado,Automática,1,5,5,Classe 1,36 Meses,Nacional,Sim,Sim,Sim,Usados,38 500        EUR,8090540060,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-mokka-e-elegance-ID8Px53C.html,Elegance,,Tracção dianteira,,,,,1,,338 km,,,,,,,31/05/2026,334 km,,,"15,80 kWh/100km",,,StandVirtual,Yes,2023-09-15
Profissional,Mazda,MX-30,Eléctrico,Maio,2023,3 000 km,,145 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,5,Classe 1,72 Meses,,Sim,Sim,Sim,Usados,32 000        EUR,8090045631,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mazda-mx-30-e-skyactiv-prime-line-ID8Pw0qX.html,e-SKYACTIV Prime-Line,,Tracção dianteira,,,,,,Sim,265 km,,,,,,,29/05/2029,200 km,35 kWh,Própria,19 kWh/100km,150 000 km,,StandVirtual,Yes,2023-09-15
Profissional,VW,T-Roc,Gasolina,Janeiro,2020,52 345 km,1 984 cm3,300 cv,,,SUV / TT,Cinzento,,Automática,,5,5,,36 Meses,Nacional,,,,Usados,37 990        EUR,8089341106,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-t-roc-2-0-tsi-4m-r-dsg-ID8Ps39E.html,2.0 TSI 4M R DSG,Sim,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,GL 350,Diesel,Janeiro,2013,181 500 km,2 987 cm3,258 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,7,Classe 2,18 Meses,Nacional,Sim,Sim,,Usados,41 450        EUR,8088954946,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gl-350-bluetec-4-matic-ID8PqqHg.html,BlueTEC 4-Matic,Sim,,"758,17 €",Sim,,296 g/km,1,,,,,,Classe GL,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,BMW,530,Híbrido (Gasolina),Agosto,2017,98 760 km,1 998 cm3,252 cv,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,8,4,5,Classe 1,18 Meses,,Sim,Sim,Sim,Usados,33 900        EUR,8090148698,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-530-e-iperformance-line-luxury-ID8Pwrfk.html,e iPerformance Line Luxury,,Tracção traseira,,,,33 g/km,,,,,,,Série 5,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,BMW,X5,Híbrido (Gasolina),Dezembro,2015,106 810 km,1 997 cm3,313 cv,,,SUV / TT,Cinzento,Metalizado,Automática,8,5,5,Classe 1,18 Meses,,Sim,Sim,Sim,Usados,42 990        EUR,8090604926,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x5-40e-xdrive-pack-m-ID8PxlWQ.html,40e xDrive Pack M,,Integral,,,"14,70 l/100km",78 g/km,1,,,,,,Série X,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Ford,Puma,Gasolina,Julho,2023,50 km,998 cm3,155 cv,Sim,Sim,SUV / TT,Vermelho,Metalizado,Automática,,5,5,Classe 1,36 Meses,Nacional,,Sim,Sim,Usados,31 400        EUR,8090193141,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-puma-1-0-ecoboost-mhev-st-line-x-aut-ID8PwCO9.html,1.0 EcoBoost MHEV ST-Line X Aut.,Sim,,"108,32 €",,,,,,,,,,,,,01/01/0001,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Ford,Puma,Gasolina,Julho,2023,50 km,998 cm3,155 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,5,Classe 1,36 Meses,Nacional,,Sim,Sim,Usados,31 400        EUR,8090193145,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-puma-1-0-ecoboost-mhev-st-line-x-aut-ID8PwCOd.html,1.0 EcoBoost MHEV ST-Line X Aut.,Sim,,"108,32 €",,,,,,,,,,,,,01/01/0001,,,,,,,StandVirtual,Yes,2023-09-15
